"park","plot","visit","genus_species","tag_no","height_m","fire_scar","dbh1","dbh2","dbh3","dbh4","dbh5","dbh6","dbh7","dbh8","dbh9","is_the_tree_dead"
"Kakadu","144","T1","Eucalyptus miniata","2",18,"2",41,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","144","T1","Eucalyptus miniata","3",15,"2",31,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","144","T1","Callitris intratropica","4",16,"1",26.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","144","T1","Xanthostemon psidioides","5",8,"1",9,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","144","T1","Allosyncarpia ternata","6",15,NA,35.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","144","T1","Allosyncarpia ternata","7",15,"3",36,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","144","T1","Eucalyptus miniata","8",15,"2",23.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","144","T1","Gardenia fucata","9",4,"3",10,6,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","144","T1","Callitris intratropica","10",7,"1",9,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","144","T1","Xanthostemon psidioides","11",4,"2",5.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","144","T1","Xanthostemon psidioides","12",7,"2",15,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","144","T1","Notelaea microcarpa","13",3,NA,6,6,6,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","144","T2","Eucalyptus miniata","1",16,"2",27.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","144","T2","Eucalyptus miniata","2",18,"2",42,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","144","T2","Eucalyptus miniata","3",15,"2",31,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Kakadu","144","T2","Callitris intratropica","4",16,"1",27,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","144","T2","Xanthostemon psidioides","5",8,"1",9,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","144","T2","Allosyncarpia ternata","6",15,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","144","T2","Allosyncarpia ternata","7",15,"3",35.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","144","T2","Eucalyptus miniata","8",15,"2",27,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","144","T2","Gardenia fucata","9",4,"3",10.1,6.1,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","144","T2","Callitris intratropica","10",7,"1",9.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","144","T2","Xanthostemon psidioides","11",4,"2",5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","144","T2","Xanthostemon psidioides","12",7,"2",15,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","144","T2","Notelaea microcarpa","13",3,NA,5,5,6.2,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","144","T2","Eucalyptus miniata","14",NA,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","144","T2","Eucalyptus miniata","15",NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","144","T2","Eucalyptus miniata","16",NA,NA,5.1,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","144","T2","Acacia latescens","17",NA,NA,5,5,5,5,NA,NA,NA,NA,NA,FALSE
"Kakadu","144","T3","Eucalyptus miniata","1",18.5,"1",28.7,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","144","T3","Eucalyptus miniata","2",20,"2",42.2,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","144","T3","Eucalyptus miniata","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Kakadu","144","T3","Callitris intratropica","4",20,"2",26.8,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","144","T3","Xanthostemon psidioides","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Kakadu","144","T3","Allosyncarpia ternata","6",14,"1",38.1,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","144","T3","Allosyncarpia ternata","7",16,"1",36.1,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","144","T3","Eucalyptus miniata","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Kakadu","144","T3","Gardenia fucata","9",4.5,"2",10.4,6.4,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","144","T3","Callitris intratropica","10",11,"3",11.3,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","144","T3","Xanthostemon psidioides","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Kakadu","144","T3","Xanthostemon psidioides","12",8.5,"2",15.4,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","144","T3","Notelaea microcarpa","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Kakadu","144","T3","Eucalyptus miniata","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Kakadu","144","T3","Eucalyptus miniata","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Kakadu","144","T3","Eucalyptus miniata","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Kakadu","144","T3","Acacia latescens","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Kakadu","144","T4","Eucalyptus miniata","1",16.5,NA,29.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","144","T4","Eucalyptus miniata","2",16,NA,43.7,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","144","T4","Callitris intratropica","4",18,NA,26.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","144","T4","Allosyncarpia ternata","6",12.5,NA,40.5,16.8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","144","T4","Allosyncarpia ternata","7",13,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","144","T4","Gardenia fucata","9",5,NA,10.9,6.9,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","144","T4","Callitris intratropica","10",11,NA,11.8,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","144","T4","Xanthostemon psidioides","12",8,NA,15.4,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","144","T4","Eucalyptus miniata","20",6,NA,6.5,6,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","144","T4","Terminalia carpentariae","21",5.5,NA,6.4,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","144","T4","Eucalyptus miniata","22",3,NA,5.6,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","144","T4","Terminalia carpentariae","23",4.5,NA,6.6,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","144","T4","Cochlospermum fraseri","24",5.5,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","144","T4","Cochlospermum fraseri","25",6.5,NA,10.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","144","T4","Eucalyptus miniata","26",7,NA,7.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","144","T4","Eucalyptus miniata","27",5,NA,5.3,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","144","T5","Eucalyptus miniata","1",17,"3",30.7,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","144","T5","Eucalyptus miniata","2",17,"3",44.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","144","T5","Callitris intratropica","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","144","T5","Allosyncarpia ternata","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","144","T5","Allosyncarpia ternata","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","144","T5","Gardenia fucata","9",5,"4",11.3,7.6,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","144","T5","Callitris intratropica","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","144","T5","Xanthostemon psidioides","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","144","T5","Eucalyptus miniata","20",7,"4",6.7,6.6,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","144","T5","Terminalia carpentariae","21",7,"4",8,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","144","T5","Eucalyptus miniata","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","144","T5","Terminalia carpentariae","23",5.5,"3",7.6,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","144","T5","Cochlospermum fraseri","24",5.5,"1",8.7,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","144","T5","Cochlospermum fraseri","25",6.5,"1",10.9,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","144","T5","Eucalyptus miniata","26",6,"4",10,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","144","T5","Eucalyptus miniata","27",4,"4",5.4,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","144","T5","Allosyncarpia ternata","28",3,"5",6.3,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","144","T5","Xanthostemon psidioides","29",6,"2",5.2,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","144","T5","Terminalia carpentariae","30",7,"4",5.4,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","144","T5","Eucalyptus miniata","31",5,"4",6.7,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","144","T5","Eucalyptus miniata","32",5,"4",5.7,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","144","T5","Eucalyptus miniata","33",3,"4",5.7,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","144","T5","Triflorensia australis","33",4,"2",5.8,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T1","Melaleuca viridiflora","1",18,"3",53.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T1","Melaleuca viridiflora","2",11,"2",40,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora","1",20,"3",57,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora","2",NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca cajuputi",NA,18,"2",62,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,5.2,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,5.2,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,5.2,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,5.2,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,5.3,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,5.3,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,5.3,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,5.3,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,5.3,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,5.4,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,5.4,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,5.4,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,5.6,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,5.7,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,5.8,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,5.8,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,5.8,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,5.8,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,5.8,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,5.8,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,5.9,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,5.9,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,5.9,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,5.9,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,5.9,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,6.1,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,6.1,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,6.1,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,6.1,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,6.2,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,6.2,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,6.2,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,6.2,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,6.2,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,6.3,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,6.3,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,6.3,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,6.3,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,6.3,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,6.4,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,6.4,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,6.4,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,6.4,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,6.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,6.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,6.6,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,6.6,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,6.6,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,6.7,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,6.7,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,6.7,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,6.8,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,6.8,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,6.9,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,6.9,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,6.9,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,6.9,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,6.9,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,6.9,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,7.1,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,7.1,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,7.2,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,7.2,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,7.2,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,7.3,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,7.3,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,7.4,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,7.4,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,7.4,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,7.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,7.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,7.8,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,7.9,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,8.4,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,8.4,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,8.4,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T2","Melaleuca viridiflora",NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T3","Melaleuca viridiflora","1",NA,NA,55.8,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T3","Melaleuca viridiflora",NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T3","Melaleuca viridiflora",NA,NA,"3",5.1,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T3","Melaleuca viridiflora",NA,NA,NA,5.1,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T3","Melaleuca viridiflora",NA,NA,NA,5.1,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T3","Melaleuca viridiflora",NA,NA,NA,5.2,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T3","Melaleuca viridiflora",NA,NA,NA,5.2,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T3","Melaleuca viridiflora",NA,NA,NA,5.2,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T3","Melaleuca viridiflora",NA,NA,NA,5.2,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T3","Melaleuca viridiflora",NA,NA,NA,5.2,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T3","Melaleuca viridiflora",NA,NA,NA,5.2,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T3","Melaleuca viridiflora",NA,NA,NA,5.3,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T3","Melaleuca viridiflora",NA,NA,NA,5.3,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T3","Melaleuca viridiflora",NA,NA,NA,5.3,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T3","Melaleuca viridiflora",NA,NA,NA,5.3,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T3","Melaleuca viridiflora",NA,NA,NA,5.3,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T3","Melaleuca viridiflora",NA,NA,NA,5.4,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T3","Melaleuca viridiflora",NA,NA,NA,5.4,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T3","Melaleuca viridiflora",NA,NA,NA,5.4,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T3","Melaleuca viridiflora",NA,NA,NA,5.4,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T3","Melaleuca viridiflora",NA,NA,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T3","Melaleuca viridiflora",NA,NA,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T3","Melaleuca viridiflora",NA,NA,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T3","Melaleuca viridiflora",NA,NA,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T3","Melaleuca viridiflora",NA,NA,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T3","Melaleuca viridiflora",NA,NA,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T3","Melaleuca viridiflora",NA,NA,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T3","Melaleuca viridiflora",NA,NA,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","145","T3","Melaleuca viridiflora",NA,NA,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
